Timestamp | Device_ID | Heart_Rate (BPM) | Status
2026-06-04 08:33:18 | WARD_A_HR_01 | 48 | CRITICAL
2026-06-04 08:33:18 | WARD_A_HR_02 | 84 | NORMAL
2026-06-04 08:33:18 | WARD_A_HR_03 | 97 | WARNING
2026-06-04 08:33:18 | WARD_A_HR_04 | 132 | CRITICAL
2026-06-04 08:33:18 | WARD_A_HR_05 | 128 | CRITICAL
2026-06-04 08:33:19 | WARD_A_HR_01 | 125 | CRITICAL
2026-06-04 08:33:19 | WARD_A_HR_02 | 70 | NORMAL
2026-06-04 08:33:19 | WARD_A_HR_03 | 121 | CRITICAL
2026-06-04 08:33:19 | WARD_A_HR_04 | 135 | CRITICAL
2026-06-04 08:33:19 | WARD_A_HR_05 | 66 | NORMAL
2026-06-04 08:33:20 | WARD_A_HR_01 | 54 | CRITICAL
2026-06-04 08:33:20 | WARD_A_HR_02 | 85 | NORMAL
2026-06-04 08:33:20 | WARD_A_HR_03 | 61 | NORMAL
2026-06-04 08:33:20 | WARD_A_HR_04 | 73 | NORMAL
2026-06-04 08:33:20 | WARD_A_HR_05 | 53 | CRITICAL
2026-06-04 08:33:21 | WARD_A_HR_01 | 144 | CRITICAL
2026-06-04 08:33:21 | WARD_A_HR_02 | 52 | CRITICAL
2026-06-04 08:33:21 | WARD_A_HR_03 | 101 | CRITICAL
2026-06-04 08:33:21 | WARD_A_HR_04 | 135 | CRITICAL
2026-06-04 08:33:21 | WARD_A_HR_05 | 124 | CRITICAL
2026-06-04 08:33:22 | WARD_A_HR_01 | 73 | NORMAL
2026-06-04 08:33:22 | WARD_A_HR_02 | 47 | CRITICAL
2026-06-04 08:33:22 | WARD_A_HR_03 | 83 | NORMAL
2026-06-04 08:33:22 | WARD_A_HR_04 | 68 | NORMAL
2026-06-04 08:33:22 | WARD_A_HR_05 | 107 | CRITICAL
2026-06-04 08:33:23 | WARD_A_HR_01 | 59 | CRITICAL
2026-06-04 08:33:23 | WARD_A_HR_02 | 109 | CRITICAL
2026-06-04 08:33:23 | WARD_A_HR_03 | 46 | CRITICAL
2026-06-04 08:33:23 | WARD_A_HR_04 | 99 | WARNING
2026-06-04 08:33:23 | WARD_A_HR_05 | 90 | WARNING
2026-06-04 08:33:24 | WARD_A_HR_01 | 53 | CRITICAL
2026-06-04 08:33:24 | WARD_A_HR_02 | 105 | CRITICAL
2026-06-04 08:33:24 | WARD_A_HR_03 | 95 | WARNING
2026-06-04 08:33:24 | WARD_A_HR_04 | 142 | CRITICAL
2026-06-04 08:33:24 | WARD_A_HR_05 | 115 | CRITICAL
2026-06-04 08:33:25 | WARD_A_HR_01 | 102 | CRITICAL
2026-06-04 08:33:25 | WARD_A_HR_02 | 146 | CRITICAL
2026-06-04 08:33:25 | WARD_A_HR_03 | 68 | NORMAL
2026-06-04 08:33:25 | WARD_A_HR_04 | 84 | NORMAL
2026-06-04 08:33:25 | WARD_A_HR_05 | 78 | NORMAL
2026-06-04 08:33:26 | WARD_A_HR_01 | 102 | CRITICAL
2026-06-04 08:33:26 | WARD_A_HR_02 | 91 | WARNING
2026-06-04 08:33:26 | WARD_A_HR_03 | 81 | NORMAL
2026-06-04 08:33:26 | WARD_A_HR_04 | 86 | NORMAL
2026-06-04 08:33:26 | WARD_A_HR_05 | 62 | NORMAL
2026-06-04 08:33:27 | WARD_A_HR_01 | 82 | NORMAL
2026-06-04 08:33:27 | WARD_A_HR_02 | 76 | NORMAL
2026-06-04 08:33:27 | WARD_A_HR_03 | 85 | NORMAL
2026-06-04 08:33:27 | WARD_A_HR_04 | 135 | CRITICAL
2026-06-04 08:33:27 | WARD_A_HR_05 | 87 | NORMAL
2026-06-04 08:33:28 | WARD_A_HR_01 | 141 | CRITICAL
2026-06-04 08:33:28 | WARD_A_HR_02 | 113 | CRITICAL
2026-06-04 08:33:28 | WARD_A_HR_03 | 99 | WARNING
2026-06-04 08:33:28 | WARD_A_HR_04 | 54 | CRITICAL
2026-06-04 08:33:28 | WARD_A_HR_05 | 113 | CRITICAL
2026-06-04 08:33:29 | WARD_A_HR_01 | 85 | NORMAL
2026-06-04 08:33:29 | WARD_A_HR_02 | 111 | CRITICAL
2026-06-04 08:33:29 | WARD_A_HR_03 | 137 | CRITICAL
2026-06-04 08:33:29 | WARD_A_HR_04 | 88 | NORMAL
2026-06-04 08:33:29 | WARD_A_HR_05 | 89 | NORMAL
2026-06-04 08:33:30 | WARD_A_HR_01 | 96 | WARNING
2026-06-04 08:33:30 | WARD_A_HR_02 | 96 | WARNING
2026-06-04 08:33:30 | WARD_A_HR_03 | 81 | NORMAL
2026-06-04 08:33:30 | WARD_A_HR_04 | 98 | WARNING
2026-06-04 08:33:30 | WARD_A_HR_05 | 136 | CRITICAL
2026-06-04 08:33:31 | WARD_A_HR_01 | 103 | CRITICAL
2026-06-04 08:33:31 | WARD_A_HR_02 | 101 | CRITICAL
2026-06-04 08:33:31 | WARD_A_HR_03 | 80 | NORMAL
2026-06-04 08:33:31 | WARD_A_HR_04 | 75 | NORMAL
2026-06-04 08:33:31 | WARD_A_HR_05 | 94 | WARNING
2026-06-04 08:33:32 | WARD_A_HR_01 | 63 | NORMAL
2026-06-04 08:33:32 | WARD_A_HR_02 | 55 | CRITICAL
2026-06-04 08:33:32 | WARD_A_HR_03 | 99 | WARNING
2026-06-04 08:33:32 | WARD_A_HR_04 | 85 | NORMAL
2026-06-04 08:33:32 | WARD_A_HR_05 | 46 | CRITICAL
2026-06-04 08:33:33 | WARD_A_HR_01 | 130 | CRITICAL
2026-06-04 08:33:33 | WARD_A_HR_02 | 111 | CRITICAL
2026-06-04 08:33:33 | WARD_A_HR_03 | 84 | NORMAL
2026-06-04 08:33:33 | WARD_A_HR_04 | 86 | NORMAL
2026-06-04 08:33:33 | WARD_A_HR_05 | 80 | NORMAL
2026-06-04 08:33:34 | WARD_A_HR_01 | 105 | CRITICAL
2026-06-04 08:33:34 | WARD_A_HR_02 | 64 | NORMAL
2026-06-04 08:33:34 | WARD_A_HR_03 | 64 | NORMAL
2026-06-04 08:33:34 | WARD_A_HR_04 | 54 | CRITICAL
2026-06-04 08:33:34 | WARD_A_HR_05 | 68 | NORMAL
2026-06-04 08:33:35 | WARD_A_HR_01 | 105 | CRITICAL
2026-06-04 08:33:35 | WARD_A_HR_02 | 87 | NORMAL
2026-06-04 08:33:35 | WARD_A_HR_03 | 79 | NORMAL
2026-06-04 08:33:35 | WARD_A_HR_04 | 75 | NORMAL
2026-06-04 08:33:35 | WARD_A_HR_05 | 80 | NORMAL
2026-06-04 08:33:36 | WARD_A_HR_01 | 51 | CRITICAL
2026-06-04 08:33:36 | WARD_A_HR_02 | 77 | NORMAL
2026-06-04 08:33:36 | WARD_A_HR_03 | 91 | WARNING
2026-06-04 08:33:36 | WARD_A_HR_04 | 55 | CRITICAL
2026-06-04 08:33:36 | WARD_A_HR_05 | 76 | NORMAL
2026-06-04 08:33:37 | WARD_A_HR_01 | 144 | CRITICAL
2026-06-04 08:33:37 | WARD_A_HR_02 | 105 | CRITICAL
2026-06-04 08:33:37 | WARD_A_HR_03 | 135 | CRITICAL
2026-06-04 08:33:37 | WARD_A_HR_04 | 129 | CRITICAL
2026-06-04 08:33:37 | WARD_A_HR_05 | 125 | CRITICAL
2026-06-04 08:33:38 | WARD_A_HR_01 | 91 | WARNING
2026-06-04 08:33:38 | WARD_A_HR_02 | 118 | CRITICAL
2026-06-04 08:33:38 | WARD_A_HR_03 | 73 | NORMAL
2026-06-04 08:33:38 | WARD_A_HR_04 | 66 | NORMAL
2026-06-04 08:33:38 | WARD_A_HR_05 | 103 | CRITICAL
2026-06-04 08:33:39 | WARD_A_HR_01 | 149 | CRITICAL
2026-06-04 08:33:39 | WARD_A_HR_02 | 79 | NORMAL
2026-06-04 08:33:39 | WARD_A_HR_03 | 59 | CRITICAL
2026-06-04 08:33:39 | WARD_A_HR_04 | 108 | CRITICAL
2026-06-04 08:33:39 | WARD_A_HR_05 | 45 | CRITICAL
2026-06-04 08:33:40 | WARD_A_HR_01 | 129 | CRITICAL
2026-06-04 08:33:40 | WARD_A_HR_02 | 146 | CRITICAL
2026-06-04 08:33:40 | WARD_A_HR_03 | 124 | CRITICAL
2026-06-04 08:33:40 | WARD_A_HR_04 | 114 | CRITICAL
2026-06-04 08:33:40 | WARD_A_HR_05 | 128 | CRITICAL
2026-06-04 08:33:41 | WARD_A_HR_01 | 132 | CRITICAL
2026-06-04 08:33:41 | WARD_A_HR_02 | 100 | WARNING
2026-06-04 08:33:41 | WARD_A_HR_03 | 101 | CRITICAL
2026-06-04 08:33:41 | WARD_A_HR_04 | 136 | CRITICAL
2026-06-04 08:33:41 | WARD_A_HR_05 | 101 | CRITICAL
2026-06-04 08:33:42 | WARD_A_HR_01 | 137 | CRITICAL
2026-06-04 08:33:42 | WARD_A_HR_02 | 69 | NORMAL
2026-06-04 08:33:42 | WARD_A_HR_03 | 74 | NORMAL
2026-06-04 08:33:42 | WARD_A_HR_04 | 59 | CRITICAL
2026-06-04 08:33:42 | WARD_A_HR_05 | 141 | CRITICAL
2026-06-04 08:33:43 | WARD_A_HR_01 | 81 | NORMAL
2026-06-04 08:33:43 | WARD_A_HR_02 | 143 | CRITICAL
2026-06-04 08:33:43 | WARD_A_HR_03 | 132 | CRITICAL
2026-06-04 08:33:43 | WARD_A_HR_04 | 129 | CRITICAL
2026-06-04 08:33:43 | WARD_A_HR_05 | 118 | CRITICAL
2026-06-04 08:33:44 | WARD_A_HR_01 | 123 | CRITICAL
2026-06-04 08:33:44 | WARD_A_HR_02 | 147 | CRITICAL
2026-06-04 08:33:44 | WARD_A_HR_03 | 144 | CRITICAL
2026-06-04 08:33:44 | WARD_A_HR_04 | 72 | NORMAL
2026-06-04 08:33:44 | WARD_A_HR_05 | 107 | CRITICAL
2026-06-04 08:33:45 | WARD_A_HR_01 | 130 | CRITICAL
2026-06-04 08:33:45 | WARD_A_HR_02 | 83 | NORMAL
2026-06-04 08:33:45 | WARD_A_HR_03 | 137 | CRITICAL
2026-06-04 08:33:45 | WARD_A_HR_04 | 92 | WARNING
2026-06-04 08:33:45 | WARD_A_HR_05 | 94 | WARNING
2026-06-04 08:33:46 | WARD_A_HR_01 | 88 | NORMAL
2026-06-04 08:33:46 | WARD_A_HR_02 | 122 | CRITICAL
2026-06-04 08:33:46 | WARD_A_HR_03 | 48 | CRITICAL
2026-06-04 08:33:46 | WARD_A_HR_04 | 65 | NORMAL
2026-06-04 08:33:46 | WARD_A_HR_05 | 70 | NORMAL
2026-06-04 08:33:47 | WARD_A_HR_01 | 64 | NORMAL
2026-06-04 08:33:47 | WARD_A_HR_02 | 61 | NORMAL
2026-06-04 08:33:47 | WARD_A_HR_03 | 61 | NORMAL
2026-06-04 08:33:47 | WARD_A_HR_04 | 142 | CRITICAL
2026-06-04 08:33:47 | WARD_A_HR_05 | 121 | CRITICAL
2026-06-04 08:33:48 | WARD_A_HR_01 | 106 | CRITICAL
2026-06-04 08:33:48 | WARD_A_HR_02 | 145 | CRITICAL
2026-06-04 08:33:48 | WARD_A_HR_03 | 148 | CRITICAL
2026-06-04 08:33:48 | WARD_A_HR_04 | 134 | CRITICAL
2026-06-04 08:33:48 | WARD_A_HR_05 | 92 | WARNING
2026-06-04 08:33:49 | WARD_A_HR_01 | 79 | NORMAL
2026-06-04 08:33:49 | WARD_A_HR_02 | 77 | NORMAL
2026-06-04 08:33:49 | WARD_A_HR_03 | 110 | CRITICAL
2026-06-04 08:33:49 | WARD_A_HR_04 | 83 | NORMAL
2026-06-04 08:33:49 | WARD_A_HR_05 | 61 | NORMAL
2026-06-04 08:33:50 | WARD_A_HR_01 | 132 | CRITICAL
2026-06-04 08:33:50 | WARD_A_HR_02 | 58 | CRITICAL
2026-06-04 08:33:50 | WARD_A_HR_03 | 81 | NORMAL
2026-06-04 08:33:50 | WARD_A_HR_04 | 53 | CRITICAL
2026-06-04 08:33:50 | WARD_A_HR_05 | 78 | NORMAL
2026-06-04 08:33:51 | WARD_A_HR_01 | 149 | CRITICAL
2026-06-04 08:33:51 | WARD_A_HR_02 | 101 | CRITICAL
2026-06-04 08:33:51 | WARD_A_HR_03 | 143 | CRITICAL
2026-06-04 08:33:51 | WARD_A_HR_04 | 86 | NORMAL
2026-06-04 08:33:51 | WARD_A_HR_05 | 90 | WARNING
2026-06-04 08:33:52 | WARD_A_HR_01 | 112 | CRITICAL
2026-06-04 08:33:52 | WARD_A_HR_02 | 99 | WARNING
2026-06-04 08:33:52 | WARD_A_HR_03 | 126 | CRITICAL
2026-06-04 08:33:52 | WARD_A_HR_04 | 144 | CRITICAL
2026-06-04 08:33:52 | WARD_A_HR_05 | 82 | NORMAL
2026-06-04 08:33:53 | WARD_A_HR_01 | 141 | CRITICAL
2026-06-04 08:33:53 | WARD_A_HR_02 | 94 | WARNING
2026-06-04 08:33:53 | WARD_A_HR_03 | 96 | WARNING
2026-06-04 08:33:53 | WARD_A_HR_04 | 147 | CRITICAL
2026-06-04 08:33:53 | WARD_A_HR_05 | 95 | WARNING
2026-06-04 08:33:54 | WARD_A_HR_01 | 62 | NORMAL
2026-06-04 08:33:54 | WARD_A_HR_02 | 46 | CRITICAL
2026-06-04 08:33:54 | WARD_A_HR_03 | 99 | WARNING
2026-06-04 08:33:54 | WARD_A_HR_04 | 60 | NORMAL
2026-06-04 08:33:54 | WARD_A_HR_05 | 77 | NORMAL
2026-06-04 08:33:55 | WARD_A_HR_01 | 124 | CRITICAL
2026-06-04 08:33:55 | WARD_A_HR_02 | 62 | NORMAL
2026-06-04 08:33:55 | WARD_A_HR_03 | 97 | WARNING
2026-06-04 08:33:55 | WARD_A_HR_04 | 99 | WARNING
2026-06-04 08:33:55 | WARD_A_HR_05 | 139 | CRITICAL
2026-06-04 08:33:56 | WARD_A_HR_01 | 120 | CRITICAL
2026-06-04 08:33:56 | WARD_A_HR_02 | 54 | CRITICAL
2026-06-04 08:33:56 | WARD_A_HR_03 | 105 | CRITICAL
2026-06-04 08:33:56 | WARD_A_HR_04 | 95 | WARNING
2026-06-04 08:33:56 | WARD_A_HR_05 | 72 | NORMAL
2026-06-04 08:33:57 | WARD_A_HR_01 | 133 | CRITICAL
2026-06-04 08:33:57 | WARD_A_HR_02 | 81 | NORMAL
2026-06-04 08:33:57 | WARD_A_HR_03 | 109 | CRITICAL
2026-06-04 08:33:57 | WARD_A_HR_04 | 59 | CRITICAL
2026-06-04 08:33:57 | WARD_A_HR_05 | 93 | WARNING
2026-06-04 08:33:58 | WARD_A_HR_01 | 47 | CRITICAL
2026-06-04 08:33:58 | WARD_A_HR_02 | 137 | CRITICAL
2026-06-04 08:33:58 | WARD_A_HR_03 | 50 | CRITICAL
2026-06-04 08:33:58 | WARD_A_HR_04 | 113 | CRITICAL
